"Donate ID","Donate Date","Gender","Deposit Amount","Preferred Color of Device","Ice Cream Products Consumed Per Week","Favorite Flavor Of Ice Cream","Donated To Kick Starter Before","Household Income","Do you own a Keurig","How many desserts do you eat a week","Purchased"
346,2019-07-01,"male",100,"silver",5,"swirl","no","Not Reported","yes",7,0
347,2019-07-01,"female",100,"red",7,"chocolate","no","<100K","yes",7,1
348,2019-07-01,"male",100,"no preference",9,"no preference","no","Not Reported","yes",9,0
349,2019-07-01,"male",100,"black",4,"no preference","no","Not Reported","yes",6,0
350,2019-07-01,"male",100,"white",3,"chocolate","no","Not Reported","yes",8,1
351,2019-07-01,"female",100,"white",0,"no preference","yes","<100K","yes",2,0
352,2019-07-01,"male",100,"black",9,"no preference","no","Not Reported","yes",9,0
353,2019-07-01,"male",100,"silver",5,"chocolate","yes","Not Reported","yes",5,1
354,2019-07-01,"male",100,"no preference",3,"no preference","yes","Not Reported","yes",8,0
355,2019-07-01,"male",100,"blue",7,"chocolate","yes","Not Reported","yes",7,1
356,2019-07-01,"male",100,"black",0,"chocolate","yes","Not Reported","yes",5,1
357,2019-07-01,"male",100,"white",8,"swirl","no","Not Reported","yes",8,1
358,2019-07-01,"male",100,"blue",5,"no preference","no","Not Reported","yes",5,0
359,2019-07-01,"female",100,"no preference",3,"chocolate","yes","<100K","yes",10,0
360,2019-07-01,"female",100,"red",1,"chocolate","yes","<100K","yes",10,1
361,2019-07-01,"male",100,"white",0,"no preference","yes","Not Reported","yes",4,1
362,2019-07-01,"female",100,"silver",9,"swirl","yes","<100K","yes",9,1
363,2019-07-01,"male",100,"black",0,"no preference","yes","Not Reported","yes",4,0
364,2019-07-01,"female",100,"blue",2,"swirl","yes","<100K","yes",5,0
365,2019-07-01,"female",100,"black",7,"chocolate","yes","<100K","yes",9,1
366,2019-07-01,"female",100,"blue",8,"specialty","yes","<100K","yes",9,1
367,2019-07-01,"female",100,"silver",0,"chocolate","yes","<100K","yes",7,1
368,2019-07-01,"male",100,"white",0,"chocolate","yes","Not Reported","yes",5,1
369,2019-07-01,"female",100,"red",10,"chocolate","yes","<100K","yes",10,1
370,2019-07-01,"male",100,"black",2,"no preference","no","Not Reported","yes",6,0
371,2019-07-01,"male",100,"black",7,"swirl","yes","Not Reported","yes",9,1
372,2019-07-01,"male",100,"red",5,"no preference","yes","Not Reported","yes",5,0
373,2019-07-01,"male",100,"white",5,"vanilla","no","Not Reported","yes",5,0
374,2019-07-01,"male",100,"blue",9,"swirl","no","Not Reported","yes",10,1
375,2019-07-01,"female",100,"red",8,"vanilla","yes","<100K","yes",8,1
376,2019-07-01,"female",100,"black",3,"swirl","yes","<100K","yes",8,1
377,2019-07-01,"female",100,"no preference",4,"chocolate","yes","<100K","yes",8,0
378,2019-07-01,"female",100,"black",3,"chocolate","yes","<100K","yes",7,1
379,2019-07-01,"male",100,"red",4,"chocolate","yes","Not Reported","yes",10,1
380,2019-07-01,"female",100,"blue",5,"swirl","no","<100K","yes",5,1
381,2019-07-01,"female",100,"black",6,"swirl","yes","<100K","yes",6,1
382,2019-07-01,"male",100,"blue",2,"no preference","no","Not Reported","yes",9,0
383,2019-07-01,"female",100,"red",1,"chocolate","yes","<100K","yes",7,1
384,2019-07-01,"female",100,"silver",8,"swirl","no","<100K","yes",8,1
385,2019-07-01,"female",100,"silver",3,"no preference","yes","<100K","yes",9,0
386,2019-07-01,"male",100,"blue",2,"vanilla","yes","Not Reported","yes",2,1
387,2019-07-01,"female",100,"red",7,"chocolate","yes","<100K","yes",7,1
388,2019-07-01,"male",100,"white",4,"chocolate","yes","Not Reported","yes",10,1
389,2019-07-01,"female",100,"no preference",1,"specialty","no","<100K","yes",6,0
390,2019-07-01,"female",100,"red",2,"swirl","no","<100K","yes",2,0
391,2019-07-01,"male",100,"black",0,"specialty","yes","Not Reported","yes",7,0
392,2019-07-01,"female",100,"white",9,"no preference","yes","<100K","yes",9,1
393,2019-07-01,"male",100,"blue",2,"no preference","no","Not Reported","yes",6,0
394,2019-07-01,"female",100,"black",10,"chocolate","no","<100K","yes",10,1
395,2019-07-01,"female",100,"silver",5,"chocolate","yes","<100K","yes",7,1
396,2019-07-01,"male",100,"blue",8,"specialty","yes","Not Reported","yes",8,1
397,2019-07-01,"female",100,"black",8,"specialty","yes","<100K","yes",8,1
398,2019-07-01,"male",100,"black",5,"no preference","no","Not Reported","yes",5,0
399,2019-07-01,"female",100,"white",1,"specialty","no","<100K","yes",4,1
400,2019-07-01,"female",100,"silver",8,"no preference","no","<100K","yes",9,0
401,2019-07-01,"female",100,"no preference",7,"specialty","yes","<100K","yes",7,0
402,2019-07-01,"male",100,"blue",8,"vanilla","no","Not Reported","yes",8,1
403,2019-07-01,"female",100,"black",8,"swirl","no","<100K","yes",10,1
404,2019-07-01,"female",100,"silver",7,"chocolate","yes","<100K","yes",8,1
405,2019-07-01,"female",100,"red",8,"swirl","no","<100K","yes",8,1
406,2019-07-01,"female",100,"white",10,"specialty","yes","<100K","yes",10,1
407,2019-07-01,"female",100,"blue",4,"specialty","no","<100K","yes",5,0
408,2019-07-01,"male",100,"black",9,"specialty","yes","Not Reported","yes",9,1
409,2019-07-01,"female",100,"red",6,"chocolate","no","<100K","yes",6,1
410,2019-07-01,"male",100,"black",6,"no preference","no","Not Reported","yes",7,0
411,2019-07-01,"male",100,"silver",5,"no preference","yes","Not Reported","yes",9,0
412,2019-07-01,"female",100,"no preference",10,"swirl","no","<100K","yes",10,0
413,2019-07-01,"female",100,"silver",2,"no preference","yes","<100K","yes",6,0
414,2019-07-01,"female",100,"silver",8,"vanilla","yes","<100K","yes",8,1
415,2019-07-01,"male",100,"no preference",6,"vanilla","no","Not Reported","yes",6,0
416,2019-07-01,"female",100,"white",4,"swirl","no","<100K","yes",6,0
417,2019-07-01,"male",100,"white",7,"specialty","no","Not Reported","yes",7,1
418,2019-07-01,"female",100,"black",3,"chocolate","yes","<100K","yes",8,1
419,2019-07-01,"female",100,"white",8,"swirl","no","<100K","yes",8,1
420,2019-07-01,"female",100,"white",5,"no preference","yes","<100K","yes",9,0
421,2019-07-01,"female",100,"white",6,"no preference","no","<100K","yes",10,0
422,2019-07-01,"female",100,"no preference",0,"vanilla","yes","<100K","yes",6,0
423,2019-07-01,"female",100,"black",0,"swirl","yes","<100K","yes",1,0
424,2019-07-01,"female",100,"red",7,"specialty","yes","<100K","yes",7,1
425,2019-07-01,"female",100,"blue",6,"specialty","yes","<100K","yes",6,0
426,2019-07-01,"male",100,"white",9,"swirl","yes","Not Reported","yes",9,1
427,2019-07-01,"female",100,"white",7,"specialty","no","<100K","yes",7,0
428,2019-07-01,"male",100,"no preference",2,"no preference","no","Not Reported","yes",6,0
429,2019-07-01,"female",100,"red",4,"chocolate","yes","<100K","yes",9,1
430,2019-07-01,"male",100,"white",1,"swirl","no","Not Reported","yes",2,1
431,2019-07-01,"female",100,"silver",8,"no preference","yes","<100K","yes",9,1
432,2019-07-01,"male",100,"black",7,"chocolate","no","Not Reported","yes",8,1
433,2019-07-01,"male",100,"no preference",2,"swirl","yes","Not Reported","yes",4,0
434,2019-07-01,"female",100,"black",2,"chocolate","no","<100K","yes",5,1
435,2019-07-01,"female",100,"silver",2,"no preference","no","<100K","yes",9,0
436,2019-07-01,"male",100,"white",5,"swirl","yes","Not Reported","yes",5,0
437,2019-07-01,"male",100,"blue",0,"chocolate","yes","Not Reported","yes",7,1
438,2019-07-01,"female",100,"no preference",8,"specialty","yes","<100K","yes",8,0
439,2019-07-01,"female",100,"white",1,"swirl","yes","<100K","yes",2,0
440,2019-07-01,"female",100,"white",1,"specialty","no","<100K","yes",8,1
441,2019-07-01,"female",100,"silver",1,"no preference","no","<100K","yes",1,0
442,2019-07-01,"male",100,"no preference",2,"specialty","no","Not Reported","yes",9,0
443,2019-07-01,"male",100,"red",10,"vanilla","no","Not Reported","yes",10,1
444,2019-07-01,"female",100,"silver",3,"swirl","no","<100K","yes",3,0
445,2019-07-01,"female",100,"blue",3,"chocolate","no","<100K","yes",6,1
446,2019-07-01,"female",100,"red",2,"vanilla","yes","<100K","yes",9,1
447,2019-07-01,"female",100,"red",5,"no preference","no","<100K","yes",6,0
448,2019-07-01,"female",100,"no preference",9,"chocolate","no","<100K","yes",10,0
449,2019-07-01,"male",100,"no preference",4,"specialty","yes","Not Reported","yes",4,0
450,2019-07-01,"male",100,"silver",0,"chocolate","yes","Not Reported","yes",9,1
451,2019-07-01,"female",100,"black",8,"vanilla","no","<100K","yes",8,1
452,2019-07-01,"female",100,"red",3,"swirl","yes","<100K","yes",3,0
453,2019-07-01,"female",100,"red",7,"chocolate","no","<100K","yes",7,1
454,2019-07-01,"female",100,"red",4,"no preference","no","<100K","yes",8,0
455,2019-07-01,"female",100,"no preference",4,"chocolate","no","<100K","yes",9,0
456,2019-07-01,"female",100,"white",10,"swirl","no","<100K","yes",10,1
457,2019-07-01,"female",100,"no preference",0,"specialty","yes","<100K","yes",1,0
458,2019-07-01,"female",100,"no preference",1,"no preference","no","<100K","yes",2,0
459,2019-07-01,"male",100,"black",1,"vanilla","no","Not Reported","yes",2,0
460,2019-07-01,"female",100,"white",8,"vanilla","no","<100K","yes",8,1
461,2019-07-01,"female",100,"no preference",0,"vanilla","yes","<100K","yes",8,0
462,2019-07-01,"female",100,"red",3,"vanilla","no","<100K","yes",4,0
463,2019-07-01,"male",100,"blue",5,"chocolate","yes","Not Reported","yes",9,1
464,2019-07-01,"female",100,"white",6,"no preference","no","<100K","yes",7,0
465,2019-07-01,"female",100,"silver",7,"vanilla","no","<100K","yes",7,1
466,2019-07-01,"male",100,"blue",8,"chocolate","no","Not Reported","yes",8,1
467,2019-07-01,"female",100,"black",9,"no preference","no","<100K","yes",9,0
468,2019-07-01,"male",100,"silver",1,"swirl","yes","Not Reported","yes",3,0
469,2019-07-01,"female",100,"red",10,"no preference","yes","<100K","yes",10,1
470,2019-07-01,"male",100,"silver",1,"no preference","yes","Not Reported","yes",5,0
471,2019-07-01,"female",100,"black",3,"specialty","yes","<100K","yes",7,1
472,2019-07-01,"male",100,"silver",2,"swirl","no","Not Reported","yes",8,1
473,2019-07-01,"male",100,"blue",1,"vanilla","no","Not Reported","yes",3,1
474,2019-07-01,"male",100,"silver",10,"specialty","no","Not Reported","yes",10,1
475,2019-07-01,"female",100,"red",10,"vanilla","yes","<100K","yes",10,1
476,2019-07-01,"male",100,"no preference",9,"swirl","yes","Not Reported","yes",9,0
477,2019-07-01,"female",100,"no preference",7,"chocolate","yes","<100K","yes",7,0
478,2019-07-01,"female",100,"silver",3,"swirl","yes","<100K","yes",7,1
479,2019-07-01,"male",100,"white",0,"specialty","yes","Not Reported","yes",6,0
480,2019-07-01,"male",100,"white",7,"swirl","no","Not Reported","yes",7,1
481,2019-07-01,"female",100,"red",9,"swirl","no","<100K","yes",9,1
482,2019-07-01,"female",100,"no preference",5,"specialty","no","<100K","yes",8,0
483,2019-07-01,"female",100,"black",0,"vanilla","no","<100K","yes",10,1
484,2019-07-01,"male",100,"white",1,"swirl","no","Not Reported","yes",4,1
485,2019-07-01,"female",100,"blue",6,"vanilla","no","<100K","yes",6,1
486,2019-07-01,"female",100,"silver",8,"vanilla","yes","<100K","yes",8,1
487,2019-07-01,"female",100,"silver",3,"swirl","no","<100K","yes",8,1
488,2019-07-01,"male",100,"no preference",4,"specialty","no","Not Reported","yes",4,0
489,2019-07-01,"female",100,"black",7,"swirl","no","<100K","yes",10,1
490,2019-07-01,"female",100,"red",7,"specialty","no","<100K","yes",7,1
491,2019-07-01,"female",100,"white",0,"specialty","no","<100K","yes",10,1
492,2019-07-01,"female",100,"no preference",3,"specialty","yes","<100K","yes",10,0
493,2019-07-01,"female",100,"blue",4,"chocolate","no","<100K","yes",10,1
494,2019-07-01,"female",100,"blue",1,"swirl","no","<100K","yes",8,1
495,2019-07-01,"female",100,"silver",0,"swirl","yes","<100K","yes",9,1
496,2019-07-01,"female",100,"white",10,"specialty","yes","<100K","yes",10,1
497,2019-07-01,"male",100,"black",2,"chocolate","yes","Not Reported","yes",5,1
498,2019-07-01,"female",100,"no preference",8,"swirl","yes","<100K","yes",9,0
499,2019-07-01,"female",100,"no preference",0,"no preference","yes","<100K","yes",1,0
500,2019-07-01,"male",100,"no preference",4,"chocolate","no","Not Reported","yes",7,0
501,2019-07-01,"female",100,"white",3,"specialty","no","<100K","yes",3,1
502,2019-07-01,"male",100,"black",10,"swirl","no","Not Reported","yes",10,1
503,2019-07-01,"female",100,"white",4,"chocolate","yes","<100K","yes",6,1
504,2019-07-01,"male",100,"silver",1,"no preference","yes","Not Reported","yes",1,0
505,2019-07-01,"female",100,"blue",6,"swirl","yes","<100K","yes",6,1
506,2019-07-01,"male",100,"silver",10,"chocolate","no","Not Reported","yes",10,1
507,2019-07-01,"female",100,"blue",8,"no preference","no","<100K","yes",8,0
508,2019-07-01,"female",100,"black",4,"vanilla","no","<100K","yes",9,1
509,2019-07-01,"female",100,"red",5,"no preference","yes","<100K","yes",6,0
510,2019-07-01,"female",100,"no preference",9,"vanilla","yes","<100K","yes",9,0
511,2019-07-01,"female",100,"silver",8,"specialty","yes","<100K","yes",8,1
512,2019-07-01,"male",100,"black",1,"chocolate","no","Not Reported","yes",10,1
513,2019-07-01,"female",100,"silver",7,"chocolate","yes","<100K","yes",7,1
514,2019-07-01,"female",100,"no preference",6,"chocolate","no","<100K","yes",6,0
515,2019-07-01,"female",100,"white",9,"vanilla","no","<100K","yes",9,1
516,2019-07-01,"female",100,"red",5,"no preference","yes","<100K","yes",10,0
517,2019-07-01,"male",100,"white",6,"chocolate","yes","Not Reported","yes",8,1
518,2019-07-01,"female",100,"white",5,"swirl","no","<100K","yes",6,1
519,2019-07-01,"female",100,"black",10,"chocolate","yes","<100K","yes",10,1
520,2019-07-01,"female",100,"silver",6,"no preference","no","<100K","yes",8,0
521,2019-07-01,"female",100,"red",5,"no preference","no","<100K","yes",6,0
522,2019-07-01,"female",100,"no preference",0,"vanilla","no","<100K","yes",7,0
523,2019-07-01,"male",100,"red",4,"vanilla","no","Not Reported","yes",4,1
524,2019-07-01,"female",100,"red",5,"swirl","no","<100K","yes",10,1
525,2019-07-01,"male",100,"silver",5,"vanilla","no","Not Reported","yes",5,1
526,2019-07-01,"male",100,"blue",1,"no preference","yes","Not Reported","yes",9,0
527,2019-07-01,"female",100,"red",3,"vanilla","no","<100K","yes",8,1
528,2019-07-01,"female",100,"no preference",7,"vanilla","no","<100K","yes",7,0
529,2019-07-01,"male",100,"blue",1,"swirl","yes","Not Reported","yes",8,1
530,2019-07-01,"female",100,"black",10,"vanilla","no","<100K","yes",10,1
531,2019-07-01,"male",100,"black",2,"specialty","yes","Not Reported","yes",4,1
532,2019-07-01,"female",100,"blue",8,"no preference","yes","<100K","yes",8,1
533,2019-07-01,"female",100,"white",1,"vanilla","yes","<100K","yes",8,1
534,2019-07-01,"male",100,"black",8,"no preference","yes","Not Reported","yes",8,1
535,2019-07-01,"female",100,"no preference",1,"specialty","yes","<100K","yes",1,0
536,2019-07-01,"female",100,"blue",9,"vanilla","yes","<100K","yes",9,1
537,2019-07-01,"male",100,"white",1,"swirl","yes","Not Reported","yes",10,1
538,2019-07-01,"male",100,"no preference",8,"no preference","yes","Not Reported","yes",10,0
539,2019-07-01,"male",100,"red",9,"specialty","yes","Not Reported","yes",9,1
540,2019-07-01,"female",100,"blue",3,"vanilla","yes","<100K","yes",8,1
541,2019-07-01,"female",100,"blue",1,"no preference","yes","<100K","yes",5,0
542,2019-07-01,"female",100,"white",2,"no preference","yes","<100K","yes",3,0
543,2019-07-01,"female",100,"no preference",5,"no preference","yes","<100K","yes",10,0
544,2019-07-01,"male",100,"red",1,"swirl","yes","Not Reported","yes",9,1
545,2019-07-01,"male",100,"silver",2,"vanilla","yes","Not Reported","yes",9,1
546,2019-07-01,"female",100,"no preference",10,"specialty","yes","<100K","yes",10,0
547,2019-07-01,"female",100,"black",1,"specialty","yes","<100K","yes",9,1
548,2019-07-01,"female",100,"red",9,"chocolate","yes","<100K","yes",9,1
549,2019-07-01,"female",100,"blue",1,"specialty","yes","<100K","yes",1,0
550,2019-07-01,"male",100,"black",8,"swirl","yes","Not Reported","yes",8,1
551,2019-07-01,"female",100,"white",10,"chocolate","yes","<100K","yes",10,1
552,2019-07-01,"female",100,"red",8,"no preference","yes","<100K","yes",8,1
553,2019-07-01,"male",100,"blue",7,"chocolate","yes","Not Reported","yes",10,1
554,2019-07-01,"male",100,"no preference",7,"specialty","yes","Not Reported","yes",7,0
555,2019-07-01,"male",100,"silver",1,"vanilla","yes","Not Reported","yes",2,0
556,2019-07-01,"female",100,"no preference",8,"specialty","yes","<100K","yes",8,0
557,2019-07-01,"female",100,"white",7,"vanilla","yes","<100K","yes",7,0
558,2019-07-01,"male",100,"silver",8,"specialty","yes","Not Reported","yes",8,1
559,2019-07-01,"male",100,"white",4,"swirl","yes","Not Reported","yes",8,1
560,2019-07-01,"male",100,"no preference",0,"specialty","yes","Not Reported","yes",6,0
561,2019-07-01,"female",100,"white",2,"vanilla","yes","<100K","yes",2,1
562,2019-07-01,"female",100,"blue",1,"no preference","yes","<100K","yes",1,0
563,2019-07-01,"female",100,"no preference",9,"chocolate","yes","<100K","yes",9,0
564,2019-07-01,"female",100,"black",1,"chocolate","yes","<100K","yes",7,1
565,2019-07-01,"female",100,"no preference",7,"no preference","yes","<100K","yes",7,0
566,2019-07-01,"male",100,"blue",0,"no preference","yes","Not Reported","yes",6,0
567,2019-07-01,"female",100,"no preference",10,"no preference","yes","<100K","yes",10,0
568,2019-07-01,"female",100,"blue",7,"no preference","yes","<100K","yes",7,0
569,2019-07-01,"female",100,"blue",6,"vanilla","yes","<100K","yes",8,1
570,2019-07-01,"female",100,"silver",7,"specialty","yes","<100K","yes",8,1
571,2019-07-01,"male",100,"blue",5,"chocolate","yes","Not Reported","yes",6,1
572,2019-07-01,"male",100,"silver",7,"chocolate","yes","Not Reported","yes",7,1
573,2019-07-01,"female",100,"black",9,"swirl","yes","<100K","yes",9,1
574,2019-07-01,"female",100,"no preference",10,"chocolate","yes","<100K","yes",10,0
575,2019-07-01,"female",100,"white",1,"chocolate","yes","<100K","yes",8,1
576,2019-07-01,"female",100,"white",3,"chocolate","yes","<100K","yes",5,1
577,2019-07-01,"female",100,"black",4,"no preference","no","<100K","yes",7,0
578,2019-07-01,"female",100,"white",0,"specialty","yes","<100K","yes",9,1
579,2019-07-01,"male",100,"white",7,"vanilla","no","Not Reported","yes",10,1
580,2019-07-01,"male",100,"silver",1,"vanilla","no","Not Reported","yes",1,0
581,2019-07-01,"female",100,"black",5,"swirl","no","<100K","yes",6,1
582,2019-07-01,"female",100,"no preference",4,"swirl","yes","<100K","yes",5,0
583,2019-07-01,"female",100,"silver",3,"chocolate","yes","<100K","yes",7,1
584,2019-07-01,"female",100,"black",3,"specialty","yes","<100K","yes",4,0
585,2019-07-01,"female",100,"black",4,"no preference","no","<100K","yes",4,0
586,2019-07-01,"female",100,"silver",6,"no preference","yes","<100K","yes",7,0
587,2019-07-01,"female",100,"silver",5,"vanilla","yes","<100K","yes",5,0
588,2019-07-01,"female",100,"silver",10,"vanilla","no","<100K","yes",10,1
589,2019-07-01,"male",100,"blue",8,"vanilla","no","Not Reported","yes",8,1
590,2019-07-01,"female",100,"no preference",5,"swirl","no","<100K","yes",9,0
591,2019-07-01,"male",100,"black",2,"no preference","yes","Not Reported","yes",8,0
592,2019-07-01,"male",100,"silver",5,"no preference","yes","Not Reported","yes",10,0
